condition,benchmark,metric,value,n,experiment,method,alpha,beta,layers
A1_alpha_-5,exp3_reasoning_em,contains_em,0.145,400,A1,directional_remove,-5.0,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_-5,format_compliance_v2,compliance_rate,0.15934065934065933,182,A1,directional_remove,-5.0,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_-5,mmlu_forced_choice,accuracy,0.4666666666666667,300,A1,directional_remove,-5.0,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_-5,structural_token_ratio,ratio,0.11919390855229854,1400,A1,directional_remove,-5.0,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_0,exp3_alignment_behavior,behavior_match,0.5466666666666666,300,A1,directional_remove,0.0,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_0,exp3_reasoning_em,contains_em,0.48,400,A1,directional_remove,0.0,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_0,format_compliance_v2,compliance_rate,0.3791208791208791,182,A1,directional_remove,0.0,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_0,mmlu_forced_choice,accuracy,0.5,300,A1,directional_remove,0.0,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_0,structural_token_ratio,ratio,0.05957628837349096,1400,A1,directional_remove,0.0,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_0.25,exp3_alignment_behavior,behavior_match,0.58,300,A1,directional_remove,0.25,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_0.25,exp3_reasoning_em,contains_em,0.54,400,A1,directional_remove,0.25,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_0.25,format_compliance_v2,compliance_rate,0.4065934065934066,182,A1,directional_remove,0.25,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_0.25,mmlu_forced_choice,accuracy,0.5066666666666667,300,A1,directional_remove,0.25,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_0.25,structural_token_ratio,ratio,0.0544304071244741,1400,A1,directional_remove,0.25,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_0.5,exp3_alignment_behavior,behavior_match,0.56,300,A1,directional_remove,0.5,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_0.5,exp3_reasoning_em,contains_em,0.555,400,A1,directional_remove,0.5,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_0.5,format_compliance_v2,compliance_rate,0.44505494505494503,182,A1,directional_remove,0.5,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_0.5,mmlu_forced_choice,accuracy,0.5033333333333333,300,A1,directional_remove,0.5,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_0.5,structural_token_ratio,ratio,0.05289701052026784,1400,A1,directional_remove,0.5,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_0.75,exp3_alignment_behavior,behavior_match,0.58,300,A1,directional_remove,0.75,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_0.75,exp3_reasoning_em,contains_em,0.535,400,A1,directional_remove,0.75,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_0.75,format_compliance_v2,compliance_rate,0.44505494505494503,182,A1,directional_remove,0.75,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_0.75,mmlu_forced_choice,accuracy,0.51,300,A1,directional_remove,0.75,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_0.75,structural_token_ratio,ratio,0.05169738496607483,1400,A1,directional_remove,0.75,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_1,exp3_alignment_behavior,behavior_match,0.58,300,A1,directional_remove,1.0,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_1,exp3_reasoning_em,contains_em,0.53,400,A1,directional_remove,1.0,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_1,format_compliance_v2,compliance_rate,0.4835164835164835,182,A1,directional_remove,1.0,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_1,mmlu_forced_choice,accuracy,0.5066666666666667,300,A1,directional_remove,1.0,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_1,structural_token_ratio,ratio,0.04936480542251297,1400,A1,directional_remove,1.0,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_1.5,exp3_alignment_behavior,behavior_match,0.5733333333333334,300,A1,directional_remove,1.5,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_1.5,exp3_reasoning_em,contains_em,0.555,400,A1,directional_remove,1.5,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_1.5,format_compliance_v2,compliance_rate,0.46153846153846156,182,A1,directional_remove,1.5,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_1.5,mmlu_forced_choice,accuracy,0.49666666666666665,300,A1,directional_remove,1.5,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_1.5,structural_token_ratio,ratio,0.04756593357299307,1400,A1,directional_remove,1.5,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_2,exp3_alignment_behavior,behavior_match,0.6866666666666666,300,A1,directional_remove,2.0,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_2,exp3_reasoning_em,contains_em,0.525,400,A1,directional_remove,2.0,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_2,format_compliance_v2,compliance_rate,0.4175824175824176,182,A1,directional_remove,2.0,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_2,mmlu_forced_choice,accuracy,0.5,300,A1,directional_remove,2.0,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_2,structural_token_ratio,ratio,0.048698339954342425,1400,A1,directional_remove,2.0,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_3,exp3_alignment_behavior,behavior_match,0.8333333333333334,300,A1,directional_remove,3.0,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_3,exp3_reasoning_em,contains_em,0.255,400,A1,directional_remove,3.0,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_3,format_compliance_v2,compliance_rate,0.4010989010989011,182,A1,directional_remove,3.0,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_3,mmlu_forced_choice,accuracy,0.5,300,A1,directional_remove,3.0,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_3,structural_token_ratio,ratio,0.14828340102428306,1400,A1,directional_remove,3.0,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_5,exp3_alignment_behavior,behavior_match,0.86,300,A1,directional_remove,5.0,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_5,exp3_reasoning_em,contains_em,0.04,400,A1,directional_remove,5.0,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_5,format_compliance_v2,compliance_rate,0.37209302325581395,172,A1,directional_remove,5.0,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_5,mmlu_forced_choice,accuracy,0.48333333333333334,300,A1,directional_remove,5.0,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_5,structural_token_ratio,ratio,0.2998966880227665,1400,A1,directional_remove,5.0,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_baseline,exp3_alignment_behavior,behavior_match,0.58,300,A1,none,1.0,0.0,[]
A1_baseline,exp3_reasoning_em,contains_em,0.53,400,A1,none,1.0,0.0,[]
A1_baseline,format_compliance_v2,compliance_rate,0.4835164835164835,182,A1,none,1.0,0.0,[]
A1_baseline,mmlu_forced_choice,accuracy,0.5066666666666667,300,A1,none,1.0,0.0,[]
A1_baseline,structural_token_ratio,ratio,0.04936480542251297,1400,A1,none,1.0,0.0,[]
A1_ctrl_random_b0,exp3_alignment_behavior,behavior_match,0.58,300,A1,directional_random,1.0,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b0,exp3_reasoning_em,contains_em,0.53,400,A1,directional_random,1.0,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b0,format_compliance_v2,compliance_rate,0.4835164835164835,182,A1,directional_random,1.0,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b0,mmlu_forced_choice,accuracy,0.5066666666666667,300,A1,directional_random,1.0,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b0,structural_token_ratio,ratio,0.04936480542251297,1400,A1,directional_random,1.0,0.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b1,exp3_alignment_behavior,behavior_match,0.5333333333333333,300,A1,directional_random,1.0,1.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b1,exp3_reasoning_em,contains_em,0.325,400,A1,directional_random,1.0,1.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b1,format_compliance_v2,compliance_rate,0.3956043956043956,364,A1,directional_random,1.0,1.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b1,mmlu_forced_choice,accuracy,0.5366666666666666,600,A1,directional_random,1.0,1.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b1,structural_token_ratio,ratio,0.05189181656718888,2800,A1,directional_random,1.0,1.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b3,exp3_alignment_behavior,behavior_match,0.5,300,A1,directional_random,1.0,3.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b3,exp3_reasoning_em,contains_em,0.005,400,A1,directional_random,1.0,3.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b3,format_compliance_v2,compliance_rate,0.3522727272727273,352,A1,directional_random,1.0,3.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b3,mmlu_forced_choice,accuracy,0.18666666666666668,600,A1,directional_random,1.0,3.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b3,structural_token_ratio,ratio,0.2514492367736464,2800,A1,directional_random,1.0,3.0,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
