condition,benchmark,metric,value,n,experiment,method,alpha,beta,layers
A1early_alpha_3,exp3_reasoning_em,contains_em,0.08,200,A1_early,directional_remove,3.0,0.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]"
A1early_alpha_3,format_compliance_v2,compliance_rate,0.47802197802197804,182,A1_early,directional_remove,3.0,0.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]"
A1early_alpha_3,mmlu_forced_choice,accuracy,0.22666666666666666,300,A1_early,directional_remove,3.0,0.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]"
A1early_alpha_3,structural_token_ratio,ratio,0.030760377081381872,1400,A1_early,directional_remove,3.0,0.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]"
A1early_alpha_5,exp3_alignment_behavior,behavior_match,0.5,150,A1_early,directional_remove,5.0,0.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]"
A1early_alpha_5,exp3_reasoning_em,contains_em,0.005,200,A1_early,directional_remove,5.0,0.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]"
A1early_alpha_5,format_compliance_v2,compliance_rate,0.29411764705882354,136,A1_early,directional_remove,5.0,0.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]"
A1early_alpha_5,mmlu_forced_choice,accuracy,0.22333333333333333,300,A1_early,directional_remove,5.0,0.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]"
A1early_alpha_5,structural_token_ratio,ratio,0.007193759173748602,1400,A1_early,directional_remove,5.0,0.0,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]"
A1early_baseline,exp3_alignment_behavior,behavior_match,0.58,150,A1_early,none,1.0,0.0,[]
A1early_baseline,exp3_reasoning_em,contains_em,0.53,200,A1_early,none,1.0,0.0,[]
A1early_baseline,format_compliance_v2,compliance_rate,0.4835164835164835,182,A1_early,none,1.0,0.0,[]
A1early_baseline,mmlu_forced_choice,accuracy,0.5066666666666667,300,A1_early,none,1.0,0.0,[]
A1early_baseline,structural_token_ratio,ratio,0.04936480542251297,1400,A1_early,none,1.0,0.0,[]
