condition,benchmark,metric,value,n,experiment,method,alpha,beta,layers
A1early_alpha_-5,structural_token_ratio,ratio,0.17022901877625662,979,A1_early,directional_remove,-5.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_-5,mmlu_accuracy,accuracy,0.06666666666666667,150,A1_early,directional_remove,-5.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_-5,exp3_reasoning_em,contains_em,0.0,100,A1_early,directional_remove,-5.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_0.5,structural_token_ratio,ratio,0.04173756936317407,979,A1_early,directional_remove,0.5,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_0.5,mmlu_accuracy,accuracy,0.5133333333333333,150,A1_early,directional_remove,0.5,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_0.5,exp3_reasoning_em,contains_em,0.52,100,A1_early,directional_remove,0.5,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_0.25,structural_token_ratio,ratio,0.04524351833174338,979,A1_early,directional_remove,0.25,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_0.25,mmlu_accuracy,accuracy,0.36,150,A1_early,directional_remove,0.25,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_0.25,exp3_reasoning_em,contains_em,0.57,100,A1_early,directional_remove,0.25,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_baseline,format_compliance,compliance,0.6527777777777778,72,A1_early,none,1.0,0.0,[]
A1early_alpha_0,format_compliance,compliance,0.6805555555555556,72,A1_early,directional_remove,0.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_5,format_compliance,compliance,0.02564102564102564,78,A1_early,directional_remove,5.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_-0.5,format_compliance,compliance,0.3194444444444444,72,A1_early,directional_remove,-0.5,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_3,format_compliance,compliance,0.5555555555555556,72,A1_early,directional_remove,3.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_-1,format_compliance,compliance,0.32432432432432434,74,A1_early,directional_remove,-1.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_2,format_compliance,compliance,0.6527777777777778,72,A1_early,directional_remove,2.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_-2,format_compliance,compliance,0.3194444444444444,72,A1_early,directional_remove,-2.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_1,format_compliance,compliance,0.6527777777777778,72,A1_early,directional_remove,1.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_-3,format_compliance,compliance,0.3472222222222222,72,A1_early,directional_remove,-3.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_0.75,format_compliance,compliance,0.625,72,A1_early,directional_remove,0.75,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_-5,format_compliance,compliance,0.3611111111111111,72,A1_early,directional_remove,-5.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_0.5,format_compliance,compliance,0.6527777777777778,72,A1_early,directional_remove,0.5,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_0.25,format_compliance,compliance,0.6388888888888888,72,A1_early,directional_remove,0.25,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_baseline,exp3_alignment_behavior,behavior_match,0.57,100,A1_early,none,1.0,0.0,[]
A1early_alpha_0,exp3_alignment_behavior,behavior_match,0.81,100,A1_early,directional_remove,0.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_5,exp3_alignment_behavior,behavior_match,0.5,100,A1_early,directional_remove,5.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_-0.5,exp3_alignment_behavior,behavior_match,0.58,100,A1_early,directional_remove,-0.5,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_3,exp3_alignment_behavior,behavior_match,0.69,100,A1_early,directional_remove,3.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_-1,exp3_alignment_behavior,behavior_match,0.52,100,A1_early,directional_remove,-1.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_2,exp3_alignment_behavior,behavior_match,0.59,100,A1_early,directional_remove,2.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_-2,exp3_alignment_behavior,behavior_match,0.5,100,A1_early,directional_remove,-2.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_1,exp3_alignment_behavior,behavior_match,0.57,100,A1_early,directional_remove,1.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_-3,exp3_alignment_behavior,behavior_match,0.5,100,A1_early,directional_remove,-3.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_0.75,exp3_alignment_behavior,behavior_match,0.6,100,A1_early,directional_remove,0.75,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_-5,exp3_alignment_behavior,behavior_match,0.5,100,A1_early,directional_remove,-5.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_0.5,exp3_alignment_behavior,behavior_match,0.63,100,A1_early,directional_remove,0.5,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_0.25,exp3_alignment_behavior,behavior_match,0.62,100,A1_early,directional_remove,0.25,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_baseline,coherent_assistant_rate,rate,0.9101123595505618,979,A1_early,none,1.0,0.0,[]
A1early_alpha_0,coherent_assistant_rate,rate,0.9918283963227783,979,A1_early,directional_remove,0.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_5,coherent_assistant_rate,rate,0.25025536261491316,979,A1_early,directional_remove,5.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_-0.5,coherent_assistant_rate,rate,0.9141981613891726,979,A1_early,directional_remove,-0.5,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_3,coherent_assistant_rate,rate,0.9683350357507661,979,A1_early,directional_remove,3.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_-1,coherent_assistant_rate,rate,0.5658835546475995,979,A1_early,directional_remove,-1.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_2,coherent_assistant_rate,rate,0.9438202247191011,979,A1_early,directional_remove,2.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_-2,coherent_assistant_rate,rate,0.6823289070480082,979,A1_early,directional_remove,-2.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_1,coherent_assistant_rate,rate,0.9101123595505618,979,A1_early,directional_remove,1.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_-3,coherent_assistant_rate,rate,0.6128702757916241,979,A1_early,directional_remove,-3.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_0.75,coherent_assistant_rate,rate,0.9080694586312564,979,A1_early,directional_remove,0.75,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_-5,coherent_assistant_rate,rate,0.25025536261491316,979,A1_early,directional_remove,-5.0,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_0.5,coherent_assistant_rate,rate,0.923391215526047,979,A1_early,directional_remove,0.5,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
A1early_alpha_0.25,coherent_assistant_rate,rate,0.940755873340143,979,A1_early,directional_remove,0.25,0.0,"[0, 1, 2, 3, 4, 5, 6, 7]"
