condition,benchmark,metric,value,n,experiment,method,alpha,beta,layers
A1mid_alpha_-5,exp3_alignment_behavior,behavior_match,0.5066666666666667,150,A1_mid,directional_remove,-5.0,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_-5,exp3_reasoning_em,contains_em,0.035,200,A1_mid,directional_remove,-5.0,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_-5,format_compliance_v2,compliance_rate,0.2032967032967033,182,A1_mid,directional_remove,-5.0,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_-5,mmlu_forced_choice,accuracy,0.22,300,A1_mid,directional_remove,-5.0,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_-5,structural_token_ratio,ratio,0.014234450893359644,1400,A1_mid,directional_remove,-5.0,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_0,exp3_alignment_behavior,behavior_match,0.5733333333333334,150,A1_mid,directional_remove,0.0,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_0,exp3_reasoning_em,contains_em,0.095,200,A1_mid,directional_remove,0.0,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_0,format_compliance_v2,compliance_rate,0.489010989010989,182,A1_mid,directional_remove,0.0,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_0,mmlu_forced_choice,accuracy,0.4666666666666667,300,A1_mid,directional_remove,0.0,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_0,structural_token_ratio,ratio,0.03791088078461447,1400,A1_mid,directional_remove,0.0,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_0.25,exp3_alignment_behavior,behavior_match,0.5466666666666666,150,A1_mid,directional_remove,0.25,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_0.25,exp3_reasoning_em,contains_em,0.47,200,A1_mid,directional_remove,0.25,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_0.25,format_compliance_v2,compliance_rate,0.489010989010989,182,A1_mid,directional_remove,0.25,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_0.25,mmlu_forced_choice,accuracy,0.49333333333333335,300,A1_mid,directional_remove,0.25,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_0.25,structural_token_ratio,ratio,0.043719709202439075,1400,A1_mid,directional_remove,0.25,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_0.5,exp3_alignment_behavior,behavior_match,0.54,150,A1_mid,directional_remove,0.5,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_0.5,exp3_reasoning_em,contains_em,0.615,200,A1_mid,directional_remove,0.5,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_0.5,format_compliance_v2,compliance_rate,0.5054945054945055,182,A1_mid,directional_remove,0.5,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_0.5,mmlu_forced_choice,accuracy,0.5133333333333333,300,A1_mid,directional_remove,0.5,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_0.5,structural_token_ratio,ratio,0.04471068547033091,1400,A1_mid,directional_remove,0.5,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_0.75,exp3_alignment_behavior,behavior_match,0.5533333333333333,150,A1_mid,directional_remove,0.75,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_0.75,exp3_reasoning_em,contains_em,0.555,200,A1_mid,directional_remove,0.75,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_0.75,format_compliance_v2,compliance_rate,0.46703296703296704,182,A1_mid,directional_remove,0.75,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_0.75,mmlu_forced_choice,accuracy,0.52,300,A1_mid,directional_remove,0.75,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_0.75,structural_token_ratio,ratio,0.0477296127624123,1400,A1_mid,directional_remove,0.75,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_1,exp3_alignment_behavior,behavior_match,0.58,150,A1_mid,directional_remove,1.0,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_1,exp3_reasoning_em,contains_em,0.53,200,A1_mid,directional_remove,1.0,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_1,format_compliance_v2,compliance_rate,0.4835164835164835,182,A1_mid,directional_remove,1.0,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_1,mmlu_forced_choice,accuracy,0.5066666666666667,300,A1_mid,directional_remove,1.0,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_1,structural_token_ratio,ratio,0.04936480542251297,1400,A1_mid,directional_remove,1.0,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_1.5,exp3_alignment_behavior,behavior_match,0.6133333333333333,150,A1_mid,directional_remove,1.5,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_1.5,exp3_reasoning_em,contains_em,0.555,200,A1_mid,directional_remove,1.5,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_1.5,format_compliance_v2,compliance_rate,0.42857142857142855,182,A1_mid,directional_remove,1.5,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_1.5,mmlu_forced_choice,accuracy,0.48333333333333334,300,A1_mid,directional_remove,1.5,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_1.5,structural_token_ratio,ratio,0.050524512181578426,1400,A1_mid,directional_remove,1.5,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_2,exp3_alignment_behavior,behavior_match,0.8133333333333334,150,A1_mid,directional_remove,2.0,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_2,exp3_reasoning_em,contains_em,0.52,200,A1_mid,directional_remove,2.0,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_2,format_compliance_v2,compliance_rate,0.43956043956043955,182,A1_mid,directional_remove,2.0,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_2,mmlu_forced_choice,accuracy,0.49666666666666665,300,A1_mid,directional_remove,2.0,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_2,structural_token_ratio,ratio,0.05227916831834032,1400,A1_mid,directional_remove,2.0,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_3,exp3_alignment_behavior,behavior_match,0.8466666666666667,150,A1_mid,directional_remove,3.0,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_3,exp3_reasoning_em,contains_em,0.34,200,A1_mid,directional_remove,3.0,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_3,format_compliance_v2,compliance_rate,0.41208791208791207,182,A1_mid,directional_remove,3.0,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_3,mmlu_forced_choice,accuracy,0.4166666666666667,300,A1_mid,directional_remove,3.0,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_3,structural_token_ratio,ratio,0.04934916802423101,1400,A1_mid,directional_remove,3.0,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_5,exp3_alignment_behavior,behavior_match,0.8266666666666667,150,A1_mid,directional_remove,5.0,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_5,exp3_reasoning_em,contains_em,0.045,200,A1_mid,directional_remove,5.0,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_5,format_compliance_v2,compliance_rate,0.2087912087912088,182,A1_mid,directional_remove,5.0,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_5,mmlu_forced_choice,accuracy,0.09666666666666666,300,A1_mid,directional_remove,5.0,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_alpha_5,structural_token_ratio,ratio,0.03041076821771538,1400,A1_mid,directional_remove,5.0,0.0,"[12, 13, 14, 15, 16, 17, 18, 19]"
A1mid_baseline,exp3_alignment_behavior,behavior_match,0.58,150,A1_mid,none,1.0,0.0,[]
A1mid_baseline,exp3_reasoning_em,contains_em,0.53,200,A1_mid,none,1.0,0.0,[]
A1mid_baseline,format_compliance_v2,compliance_rate,0.4835164835164835,182,A1_mid,none,1.0,0.0,[]
A1mid_baseline,mmlu_forced_choice,accuracy,0.5066666666666667,300,A1_mid,none,1.0,0.0,[]
A1mid_baseline,structural_token_ratio,ratio,0.04936480542251297,1400,A1_mid,none,1.0,0.0,[]
