condition,benchmark,metric,value,n,experiment,method,alpha,beta,layers
A1notmpl_alpha_0.75,structural_token_ratio,ratio,0.05045658802856492,1400,A1_notmpl,directional_remove,0.75,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1notmpl_alpha_1,exp3_alignment_behavior,behavior_match,0.9333333333333333,150,A1_notmpl,directional_remove,1.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1notmpl_alpha_1,exp3_reasoning_em,contains_em,0.535,200,A1_notmpl,directional_remove,1.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1notmpl_alpha_1,format_compliance_v2,compliance_rate,0.5384615384615384,182,A1_notmpl,directional_remove,1.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1notmpl_alpha_1,mmlu_forced_choice,accuracy,0.5066666666666667,300,A1_notmpl,directional_remove,1.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1notmpl_alpha_1,structural_token_ratio,ratio,0.04687009192264125,1400,A1_notmpl,directional_remove,1.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1notmpl_alpha_1.5,exp3_alignment_behavior,behavior_match,0.9466666666666667,150,A1_notmpl,directional_remove,1.5,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1notmpl_alpha_1.5,exp3_reasoning_em,contains_em,0.595,200,A1_notmpl,directional_remove,1.5,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1notmpl_alpha_1.5,format_compliance_v2,compliance_rate,0.4725274725274725,182,A1_notmpl,directional_remove,1.5,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1notmpl_alpha_1.5,mmlu_forced_choice,accuracy,0.49666666666666665,300,A1_notmpl,directional_remove,1.5,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1notmpl_alpha_1.5,structural_token_ratio,ratio,0.04588175997969667,1400,A1_notmpl,directional_remove,1.5,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1notmpl_alpha_2,exp3_alignment_behavior,behavior_match,0.9466666666666667,150,A1_notmpl,directional_remove,2.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1notmpl_alpha_2,exp3_reasoning_em,contains_em,0.52,200,A1_notmpl,directional_remove,2.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1notmpl_alpha_2,format_compliance_v2,compliance_rate,0.4340659340659341,182,A1_notmpl,directional_remove,2.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1notmpl_alpha_2,mmlu_forced_choice,accuracy,0.5,300,A1_notmpl,directional_remove,2.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1notmpl_alpha_2,structural_token_ratio,ratio,0.057881754931113805,1400,A1_notmpl,directional_remove,2.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1notmpl_alpha_3,exp3_alignment_behavior,behavior_match,0.9133333333333333,150,A1_notmpl,directional_remove,3.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1notmpl_alpha_3,exp3_reasoning_em,contains_em,0.135,200,A1_notmpl,directional_remove,3.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1notmpl_alpha_3,format_compliance_v2,compliance_rate,0.4090909090909091,176,A1_notmpl,directional_remove,3.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1notmpl_alpha_3,mmlu_forced_choice,accuracy,0.49,300,A1_notmpl,directional_remove,3.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1notmpl_alpha_3,structural_token_ratio,ratio,0.27527159791614925,1400,A1_notmpl,directional_remove,3.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1notmpl_alpha_5,exp3_alignment_behavior,behavior_match,0.8533333333333334,150,A1_notmpl,directional_remove,5.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1notmpl_alpha_5,exp3_reasoning_em,contains_em,0.0,200,A1_notmpl,directional_remove,5.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1notmpl_alpha_5,format_compliance_v2,compliance_rate,0.34591194968553457,159,A1_notmpl,directional_remove,5.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1notmpl_alpha_5,mmlu_forced_choice,accuracy,0.42,300,A1_notmpl,directional_remove,5.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1notmpl_alpha_5,structural_token_ratio,ratio,0.7072143534935432,1400,A1_notmpl,directional_remove,5.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1notmpl_baseline,exp3_alignment_behavior,behavior_match,0.9333333333333333,150,A1_notmpl,none,1.0,0.0,[]
A1notmpl_baseline,exp3_reasoning_em,contains_em,0.535,200,A1_notmpl,none,1.0,0.0,[]
A1notmpl_baseline,format_compliance_v2,compliance_rate,0.5384615384615384,182,A1_notmpl,none,1.0,0.0,[]
A1notmpl_baseline,mmlu_forced_choice,accuracy,0.5066666666666667,300,A1_notmpl,none,1.0,0.0,[]
A1notmpl_baseline,structural_token_ratio,ratio,0.04687009192264125,1400,A1_notmpl,none,1.0,0.0,[]
