condition,benchmark,metric,value,n,experiment,method,alpha,beta,layers
A1_alpha_0.25,exp3_reasoning_em,contains_em,0.535,200,A1,directional_remove,0.25,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_0.25,format_compliance_v2,compliance_rate,0.4230769230769231,182,A1,directional_remove,0.25,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_0.25,mmlu_forced_choice,accuracy,0.5066666666666667,300,A1,directional_remove,0.25,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_0.25,structural_token_ratio,ratio,0.05330885390088437,1400,A1,directional_remove,0.25,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_0.5,exp3_alignment_behavior,behavior_match,0.5866666666666667,150,A1,directional_remove,0.5,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_0.5,exp3_reasoning_em,contains_em,0.585,200,A1,directional_remove,0.5,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_0.5,format_compliance_v2,compliance_rate,0.41208791208791207,182,A1,directional_remove,0.5,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_0.5,mmlu_forced_choice,accuracy,0.5133333333333333,300,A1,directional_remove,0.5,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_0.5,structural_token_ratio,ratio,0.05207729132521362,1400,A1,directional_remove,0.5,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_0.75,exp3_alignment_behavior,behavior_match,0.5733333333333334,150,A1,directional_remove,0.75,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_0.75,exp3_reasoning_em,contains_em,0.52,200,A1,directional_remove,0.75,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_0.75,format_compliance_v2,compliance_rate,0.46153846153846156,182,A1,directional_remove,0.75,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_0.75,mmlu_forced_choice,accuracy,0.5033333333333333,300,A1,directional_remove,0.75,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_0.75,structural_token_ratio,ratio,0.05145884919977041,1400,A1,directional_remove,0.75,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_1,exp3_alignment_behavior,behavior_match,0.58,150,A1,directional_remove,1.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_1,exp3_reasoning_em,contains_em,0.53,200,A1,directional_remove,1.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_1,format_compliance_v2,compliance_rate,0.4835164835164835,182,A1,directional_remove,1.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_1,mmlu_forced_choice,accuracy,0.5066666666666667,300,A1,directional_remove,1.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_1,structural_token_ratio,ratio,0.04936480542251297,1400,A1,directional_remove,1.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_1.5,exp3_alignment_behavior,behavior_match,0.5733333333333334,150,A1,directional_remove,1.5,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_1.5,exp3_reasoning_em,contains_em,0.535,200,A1,directional_remove,1.5,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_1.5,format_compliance_v2,compliance_rate,0.4340659340659341,182,A1,directional_remove,1.5,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_1.5,mmlu_forced_choice,accuracy,0.49666666666666665,300,A1,directional_remove,1.5,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_1.5,structural_token_ratio,ratio,0.04801714226800333,1400,A1,directional_remove,1.5,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_2,exp3_alignment_behavior,behavior_match,0.78,150,A1,directional_remove,2.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_2,exp3_reasoning_em,contains_em,0.49,200,A1,directional_remove,2.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_2,format_compliance_v2,compliance_rate,0.44505494505494503,182,A1,directional_remove,2.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_2,mmlu_forced_choice,accuracy,0.5,300,A1,directional_remove,2.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_2,structural_token_ratio,ratio,0.05197288581443609,1400,A1,directional_remove,2.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_3,exp3_alignment_behavior,behavior_match,0.8266666666666667,150,A1,directional_remove,3.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_3,exp3_reasoning_em,contains_em,0.125,200,A1,directional_remove,3.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_3,format_compliance_v2,compliance_rate,0.38461538461538464,182,A1,directional_remove,3.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_3,mmlu_forced_choice,accuracy,0.49,300,A1,directional_remove,3.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_3,structural_token_ratio,ratio,0.3180104277770967,1400,A1,directional_remove,3.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_5,exp3_alignment_behavior,behavior_match,0.92,150,A1,directional_remove,5.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_5,exp3_reasoning_em,contains_em,0.0,200,A1,directional_remove,5.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_5,format_compliance_v2,compliance_rate,0.3333333333333333,162,A1,directional_remove,5.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_5,mmlu_forced_choice,accuracy,0.42,300,A1,directional_remove,5.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_alpha_5,structural_token_ratio,ratio,0.5825949971730923,1400,A1,directional_remove,5.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_baseline,exp3_alignment_behavior,behavior_match,0.58,150,A1,none,1.0,0.0,[]
A1_baseline,exp3_reasoning_em,contains_em,0.53,200,A1,none,1.0,0.0,[]
A1_baseline,format_compliance_v2,compliance_rate,0.4835164835164835,182,A1,none,1.0,0.0,[]
A1_baseline,mmlu_forced_choice,accuracy,0.5066666666666667,300,A1,none,1.0,0.0,[]
A1_baseline,structural_token_ratio,ratio,0.04936480542251297,1400,A1,none,1.0,0.0,[]
A1_ctrl_random_b0,exp3_alignment_behavior,behavior_match,0.58,150,A1,directional_random,1.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b0,exp3_reasoning_em,contains_em,0.53,200,A1,directional_random,1.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b0,format_compliance_v2,compliance_rate,0.4835164835164835,182,A1,directional_random,1.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b0,mmlu_forced_choice,accuracy,0.5066666666666667,300,A1,directional_random,1.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b0,structural_token_ratio,ratio,0.04936480542251297,1400,A1,directional_random,1.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b1,exp3_alignment_behavior,behavior_match,0.6,150,A1,directional_random,1.0,1.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b1,exp3_reasoning_em,contains_em,0.065,200,A1,directional_random,1.0,1.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b1,format_compliance_v2,compliance_rate,0.30939226519337015,181,A1,directional_random,1.0,1.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b1,mmlu_forced_choice,accuracy,0.43,300,A1,directional_random,1.0,1.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b1,structural_token_ratio,ratio,0.038856031202317155,1400,A1,directional_random,1.0,1.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b3,exp3_alignment_behavior,behavior_match,0.5,150,A1,directional_random,1.0,3.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b3,exp3_reasoning_em,contains_em,0.0,200,A1,directional_random,1.0,3.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b3,format_compliance_v2,compliance_rate,0.3465909090909091,176,A1,directional_random,1.0,3.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b3,mmlu_forced_choice,accuracy,0.02666666666666667,300,A1,directional_random,1.0,3.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1_ctrl_random_b3,structural_token_ratio,ratio,0.25032932999412333,1400,A1,directional_random,1.0,3.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
