condition,benchmark,metric,value,n,experiment,method,alpha,beta,layers
A1rand_alpha_-3,format_compliance_v2,compliance_rate,0.489010989010989,182,A1_rand,directional_remove,-3.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_-3,mmlu_forced_choice,accuracy,0.49666666666666665,300,A1_rand,directional_remove,-3.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_-3,structural_token_ratio,ratio,0.050368804845149565,1400,A1_rand,directional_remove,-3.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_-5,exp3_alignment_behavior,behavior_match,0.64,150,A1_rand,directional_remove,-5.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_-5,exp3_reasoning_em,contains_em,0.55,200,A1_rand,directional_remove,-5.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_-5,format_compliance_v2,compliance_rate,0.46703296703296704,182,A1_rand,directional_remove,-5.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_-5,mmlu_forced_choice,accuracy,0.4866666666666667,300,A1_rand,directional_remove,-5.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_-5,structural_token_ratio,ratio,0.05041999411404002,1400,A1_rand,directional_remove,-5.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_0,exp3_alignment_behavior,behavior_match,0.5666666666666667,150,A1_rand,directional_remove,0.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_0,exp3_reasoning_em,contains_em,0.52,200,A1_rand,directional_remove,0.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_0,format_compliance_v2,compliance_rate,0.45054945054945056,182,A1_rand,directional_remove,0.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_0,mmlu_forced_choice,accuracy,0.49666666666666665,300,A1_rand,directional_remove,0.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_0,structural_token_ratio,ratio,0.04990776483202558,1400,A1_rand,directional_remove,0.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_0.25,exp3_alignment_behavior,behavior_match,0.5666666666666667,150,A1_rand,directional_remove,0.25,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_0.25,exp3_reasoning_em,contains_em,0.535,200,A1_rand,directional_remove,0.25,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_0.25,format_compliance_v2,compliance_rate,0.46153846153846156,182,A1_rand,directional_remove,0.25,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_0.25,mmlu_forced_choice,accuracy,0.5,300,A1_rand,directional_remove,0.25,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_0.25,structural_token_ratio,ratio,0.049526328771828165,1400,A1_rand,directional_remove,0.25,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_0.5,exp3_alignment_behavior,behavior_match,0.5933333333333334,150,A1_rand,directional_remove,0.5,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_0.5,exp3_reasoning_em,contains_em,0.53,200,A1_rand,directional_remove,0.5,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_0.5,format_compliance_v2,compliance_rate,0.4725274725274725,182,A1_rand,directional_remove,0.5,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_0.5,mmlu_forced_choice,accuracy,0.5033333333333333,300,A1_rand,directional_remove,0.5,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_0.5,structural_token_ratio,ratio,0.04961395298417276,1400,A1_rand,directional_remove,0.5,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_0.75,exp3_alignment_behavior,behavior_match,0.5866666666666667,150,A1_rand,directional_remove,0.75,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_0.75,exp3_reasoning_em,contains_em,0.53,200,A1_rand,directional_remove,0.75,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_0.75,format_compliance_v2,compliance_rate,0.47802197802197804,182,A1_rand,directional_remove,0.75,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_0.75,mmlu_forced_choice,accuracy,0.5066666666666667,300,A1_rand,directional_remove,0.75,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_0.75,structural_token_ratio,ratio,0.04912438366991374,1400,A1_rand,directional_remove,0.75,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_1,exp3_alignment_behavior,behavior_match,0.58,150,A1_rand,directional_remove,1.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_1,exp3_reasoning_em,contains_em,0.53,200,A1_rand,directional_remove,1.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_1,format_compliance_v2,compliance_rate,0.4835164835164835,182,A1_rand,directional_remove,1.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_1,mmlu_forced_choice,accuracy,0.5066666666666667,300,A1_rand,directional_remove,1.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_1,structural_token_ratio,ratio,0.04936480542251297,1400,A1_rand,directional_remove,1.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_1.5,exp3_alignment_behavior,behavior_match,0.5733333333333334,150,A1_rand,directional_remove,1.5,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_1.5,exp3_reasoning_em,contains_em,0.525,200,A1_rand,directional_remove,1.5,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_1.5,format_compliance_v2,compliance_rate,0.47802197802197804,182,A1_rand,directional_remove,1.5,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_1.5,mmlu_forced_choice,accuracy,0.5066666666666667,300,A1_rand,directional_remove,1.5,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_1.5,structural_token_ratio,ratio,0.04937950160569911,1400,A1_rand,directional_remove,1.5,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_2,exp3_alignment_behavior,behavior_match,0.56,150,A1_rand,directional_remove,2.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_2,exp3_reasoning_em,contains_em,0.525,200,A1_rand,directional_remove,2.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_2,format_compliance_v2,compliance_rate,0.47802197802197804,182,A1_rand,directional_remove,2.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_2,mmlu_forced_choice,accuracy,0.5033333333333333,300,A1_rand,directional_remove,2.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_2,structural_token_ratio,ratio,0.04935289394798907,1400,A1_rand,directional_remove,2.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_3,exp3_alignment_behavior,behavior_match,0.5666666666666667,150,A1_rand,directional_remove,3.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_3,exp3_reasoning_em,contains_em,0.54,200,A1_rand,directional_remove,3.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_3,format_compliance_v2,compliance_rate,0.4945054945054945,182,A1_rand,directional_remove,3.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_3,mmlu_forced_choice,accuracy,0.5066666666666667,300,A1_rand,directional_remove,3.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_3,structural_token_ratio,ratio,0.04929693701325382,1400,A1_rand,directional_remove,3.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_5,exp3_alignment_behavior,behavior_match,0.5933333333333334,150,A1_rand,directional_remove,5.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_5,exp3_reasoning_em,contains_em,0.535,200,A1_rand,directional_remove,5.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_5,format_compliance_v2,compliance_rate,0.4835164835164835,182,A1_rand,directional_remove,5.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_5,mmlu_forced_choice,accuracy,0.5133333333333333,300,A1_rand,directional_remove,5.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_alpha_5,structural_token_ratio,ratio,0.04935397235409267,1400,A1_rand,directional_remove,5.0,0.0,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]"
A1rand_baseline,exp3_alignment_behavior,behavior_match,0.58,150,A1_rand,none,1.0,0.0,[]
A1rand_baseline,exp3_reasoning_em,contains_em,0.53,200,A1_rand,none,1.0,0.0,[]
A1rand_baseline,format_compliance_v2,compliance_rate,0.4835164835164835,182,A1_rand,none,1.0,0.0,[]
A1rand_baseline,mmlu_forced_choice,accuracy,0.5066666666666667,300,A1_rand,none,1.0,0.0,[]
A1rand_baseline,structural_token_ratio,ratio,0.04936480542251297,1400,A1_rand,none,1.0,0.0,[]
