condition,benchmark,metric,value,n,experiment,method,alpha,beta,layers
A5amid_skip_from_15,structural_token_ratio,ratio,0.014853566400519753,1400,A5a_mid,progressive_skip,1.0,0.0,"[15, 16, 17, 18, 19]"
A5amid_skip_from_16,exp3_alignment_behavior,behavior_match,0.6466666666666666,150,A5a_mid,progressive_skip,1.0,0.0,"[16, 17, 18, 19]"
A5amid_skip_from_16,exp3_reasoning_em,contains_em,0.095,200,A5a_mid,progressive_skip,1.0,0.0,"[16, 17, 18, 19]"
A5amid_skip_from_16,format_compliance_v2,compliance_rate,0.23076923076923078,182,A5a_mid,progressive_skip,1.0,0.0,"[16, 17, 18, 19]"
A5amid_skip_from_16,mmlu_forced_choice,accuracy,0.24,300,A5a_mid,progressive_skip,1.0,0.0,"[16, 17, 18, 19]"
A5amid_skip_from_16,structural_token_ratio,ratio,0.037358674272910064,1400,A5a_mid,progressive_skip,1.0,0.0,"[16, 17, 18, 19]"
A5amid_skip_from_17,exp3_alignment_behavior,behavior_match,0.6066666666666667,150,A5a_mid,progressive_skip,1.0,0.0,"[17, 18, 19]"
A5amid_skip_from_17,exp3_reasoning_em,contains_em,0.31,200,A5a_mid,progressive_skip,1.0,0.0,"[17, 18, 19]"
A5amid_skip_from_17,format_compliance_v2,compliance_rate,0.22527472527472528,182,A5a_mid,progressive_skip,1.0,0.0,"[17, 18, 19]"
A5amid_skip_from_17,mmlu_forced_choice,accuracy,0.34,300,A5a_mid,progressive_skip,1.0,0.0,"[17, 18, 19]"
A5amid_skip_from_17,structural_token_ratio,ratio,0.047154724277611144,1400,A5a_mid,progressive_skip,1.0,0.0,"[17, 18, 19]"
A5amid_skip_from_18,exp3_alignment_behavior,behavior_match,0.5533333333333333,150,A5a_mid,progressive_skip,1.0,0.0,"[18, 19]"
A5amid_skip_from_18,exp3_reasoning_em,contains_em,0.445,200,A5a_mid,progressive_skip,1.0,0.0,"[18, 19]"
A5amid_skip_from_18,format_compliance_v2,compliance_rate,0.41208791208791207,182,A5a_mid,progressive_skip,1.0,0.0,"[18, 19]"
A5amid_skip_from_18,mmlu_forced_choice,accuracy,0.4766666666666667,300,A5a_mid,progressive_skip,1.0,0.0,"[18, 19]"
A5amid_skip_from_18,structural_token_ratio,ratio,0.04691856561814808,1400,A5a_mid,progressive_skip,1.0,0.0,"[18, 19]"
A5amid_skip_from_19,exp3_alignment_behavior,behavior_match,0.56,150,A5a_mid,progressive_skip,1.0,0.0,[19]
A5amid_skip_from_19,exp3_reasoning_em,contains_em,0.465,200,A5a_mid,progressive_skip,1.0,0.0,[19]
A5amid_skip_from_19,format_compliance_v2,compliance_rate,0.42857142857142855,182,A5a_mid,progressive_skip,1.0,0.0,[19]
A5amid_skip_from_19,mmlu_forced_choice,accuracy,0.5066666666666667,300,A5a_mid,progressive_skip,1.0,0.0,[19]
A5amid_skip_from_19,structural_token_ratio,ratio,0.04398840234024527,1400,A5a_mid,progressive_skip,1.0,0.0,[19]
